source,result,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,,ATP synthesis coupled electron transport,GO:0042773,4.30E-07,6.366071663,100,146,10,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886"
GO:BP,,negative regulation of immune system process,GO:0002683,5.51E-07,6.2592099,426,146,18,18092,"ENSG00000130303,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000173193,ENSG00000196126,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000117228,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000120129,ENSG00000112343"
GO:BP,,movement in host environment,GO:0052126,9.58E-07,6.018578033,175,146,12,18092,"ENSG00000185885,ENSG00000142089,ENSG00000019582,ENSG00000188313,ENSG00000185201,ENSG00000132274,ENSG00000057149,ENSG00000196126,ENSG00000205420,ENSG00000169429,ENSG00000140464,ENSG00000112343"
GO:BP,,electron transport coupled proton transport,GO:0015990,1.02112E-06,5.990923813,5,146,4,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198727,ENSG00000198886"
GO:BP,,"energy coupled proton transmembrane transport, against electrochemical gradient",GO:0015988,1.02112E-06,5.990923813,5,146,4,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198727,ENSG00000198886"
GO:BP,,regulation of immune effector process,GO:0002697,1.5713E-06,5.803740673,458,146,18,18092,"ENSG00000130303,ENSG00000185745,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000125730,ENSG00000107201,ENSG00000149131,ENSG00000138646,ENSG00000138496,ENSG00000137628,ENSG00000243649,ENSG00000133710,ENSG00000163840,ENSG00000089692,ENSG00000140464,ENSG00000112343"
GO:BP,,respiratory electron transport chain,GO:0022904,1.9503E-06,5.70989858,118,146,10,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886"
GO:BP,,regulation of viral entry into host cell,GO:0046596,1.98304E-06,5.702667503,42,146,7,18092,"ENSG00000185885,ENSG00000142089,ENSG00000019582,ENSG00000185201,ENSG00000132274,ENSG00000196126,ENSG00000112343"
GO:BP,,entry into host,GO:0044409,2.01436E-06,5.69586341,152,146,11,18092,"ENSG00000185885,ENSG00000142089,ENSG00000019582,ENSG00000188313,ENSG00000185201,ENSG00000132274,ENSG00000057149,ENSG00000196126,ENSG00000205420,ENSG00000169429,ENSG00000112343"
GO:BP,,negative regulation of biological process,GO:0048519,4.21434E-06,5.375270263,5833,146,78,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000156587,ENSG00000125730,ENSG00000173821,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000163739,ENSG00000101347,ENSG00000205420,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000128383,ENSG00000163840,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000140464,ENSG00000120129,ENSG00000130589,ENSG00000112343"
GO:BP,,regulation of type I interferon production,GO:0032479,4.30676E-06,5.365849472,129,146,10,18092,"ENSG00000187608,ENSG00000115415,ENSG00000185507,ENSG00000156587,ENSG00000107201,ENSG00000115267,ENSG00000138646,ENSG00000123609,ENSG00000124256,ENSG00000112343"
GO:BP,,regulation of defense response to virus,GO:0050688,4.68336E-06,5.329442209,71,146,8,18092,"ENSG00000185745,ENSG00000115415,ENSG00000107201,ENSG00000138646,ENSG00000138496,ENSG00000163840,ENSG00000140464,ENSG00000112343"
GO:BP,,type I interferon production,GO:0032606,5.59231E-06,5.252408477,133,146,10,18092,"ENSG00000187608,ENSG00000115415,ENSG00000185507,ENSG00000156587,ENSG00000107201,ENSG00000115267,ENSG00000138646,ENSG00000123609,ENSG00000124256,ENSG00000112343"
GO:BP,,positive regulation of immune response,GO:0050778,7.30471E-06,5.136396874,753,146,22,18092,"ENSG00000019582,ENSG00000204592,ENSG00000188313,ENSG00000134321,ENSG00000185507,ENSG00000100911,ENSG00000125730,ENSG00000196126,ENSG00000149131,ENSG00000240065,ENSG00000138496,ENSG00000243649,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000117228,ENSG00000004468,ENSG00000102524,ENSG00000131203,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,negative regulation of cytokine production,GO:0001818,1.46139E-05,4.835233041,371,146,15,18092,"ENSG00000187608,ENSG00000130303,ENSG00000156587,ENSG00000107201,ENSG00000196126,ENSG00000115267,ENSG00000138646,ENSG00000117228,ENSG00000175197,ENSG00000136235,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000140464"
GO:BP,,electron transport chain,GO:0022900,1.50829E-05,4.821514603,187,146,11,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886,ENSG00000131203"
GO:BP,,signal transduction,GO:0007165,1.5297E-05,4.815394599,6353,146,81,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000108679,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000057149,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000196684,ENSG00000175197,ENSG00000136235,ENSG00000163840,ENSG00000143546,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,positive regulation of response to cytokine stimulus,GO:0060760,1.53153E-05,4.814874758,57,146,7,18092,"ENSG00000019582,ENSG00000173193,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000138496,ENSG00000124256"
GO:BP,,regulation of ribonuclease activity,GO:0060700,2.06455E-05,4.685175619,9,146,4,18092,"ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
GO:BP,,cellular respiration,GO:0045333,2.06864E-05,4.684314132,194,146,11,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886,ENSG00000138035"
GO:BP,,positive regulation of cytokine production,GO:0001819,2.29326E-05,4.639546488,441,146,16,18092,"ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000185507,ENSG00000125730,ENSG00000107201,ENSG00000115267,ENSG00000055332,ENSG00000231389,ENSG00000173432,ENSG00000175197,ENSG00000131203,ENSG00000006210,ENSG00000124256"
GO:BP,,regulation of response to cytokine stimulus,GO:0060759,2.47238E-05,4.606885295,198,146,11,18092,"ENSG00000019582,ENSG00000115415,ENSG00000173193,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000138496,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000124256"
GO:BP,,mitochondrion organization,GO:0007005,3.18952E-05,4.496274035,570,146,18,18092,"ENSG00000126709,ENSG00000157601,ENSG00000198786,ENSG00000121858,ENSG00000198695,ENSG00000183486,ENSG00000119922,ENSG00000198763,ENSG00000132530,ENSG00000198888,ENSG00000025708,ENSG00000228253,ENSG00000198899,ENSG00000198886,ENSG00000170581,ENSG00000177606,ENSG00000123240,ENSG00000138035"
GO:BP,,negative regulation of defense response,GO:0031348,3.79304E-05,4.421013007,252,146,12,18092,"ENSG00000110492,ENSG00000204592,ENSG00000173193,ENSG00000196126,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000173432,ENSG00000006210,ENSG00000123609,ENSG00000112343"
GO:BP,,response to bacterium,GO:0009617,3.91157E-05,4.407648466,771,146,21,18092,"ENSG00000187608,ENSG00000204592,ENSG00000111335,ENSG00000138642,ENSG00000125730,ENSG00000134326,ENSG00000196126,ENSG00000170345,ENSG00000137965,ENSG00000177606,ENSG00000163739,ENSG00000205420,ENSG00000162654,ENSG00000133710,ENSG00000123240,ENSG00000169429,ENSG00000100906,ENSG00000197903,ENSG00000143546,ENSG00000131203,ENSG00000006210"
GO:BP,,negative regulation of response to biotic stimulus,GO:0002832,5.21771E-05,4.282519697,99,146,8,18092,"ENSG00000204592,ENSG00000173193,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000123609,ENSG00000112343"
GO:BP,,antigen processing and presentation of exogenous peptide antigen,GO:0002478,5.65667E-05,4.247439422,174,146,10,18092,"ENSG00000019582,ENSG00000204592,ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000168394,ENSG00000089692"
GO:BP,,ATP metabolic process,GO:0046034,6.6592E-05,4.176577994,317,146,13,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000198886"
GO:BP,,negative regulation of type I interferon production,GO:0032480,6.6592E-05,4.176577994,46,146,6,18092,"ENSG00000187608,ENSG00000156587,ENSG00000107201,ENSG00000115267,ENSG00000138646,ENSG00000123609"
GO:BP,,viral entry into host cell,GO:0046718,6.95257E-05,4.157854499,139,146,9,18092,"ENSG00000185885,ENSG00000142089,ENSG00000019582,ENSG00000188313,ENSG00000185201,ENSG00000132274,ENSG00000057149,ENSG00000196126,ENSG00000112343"
GO:BP,,antigen processing and presentation of exogenous antigen,GO:0019884,8.12069E-05,4.090407043,182,146,10,18092,"ENSG00000019582,ENSG00000204592,ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000168394,ENSG00000089692"
GO:BP,,positive regulation of inflammatory response,GO:0050729,8.12183E-05,4.090346143,142,146,9,18092,"ENSG00000110492,ENSG00000204592,ENSG00000176046,ENSG00000125730,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000124256"
GO:BP,,negative regulation of macromolecule metabolic process,GO:0010605,9.29188E-05,4.031896533,3297,146,50,18092,"ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000115415,ENSG00000173193,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000156587,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000163840,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152518,ENSG00000140464,ENSG00000120129,ENSG00000130589"
GO:BP,,antigen processing and presentation,GO:0019882,0.000110596,3.956262072,234,146,11,18092,"ENSG00000019582,ENSG00000204592,ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000179344,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000168394,ENSG00000089692"
GO:BP,,antigen processing and presentation of peptide antigen,GO:0048002,0.000125681,3.900729553,192,146,10,18092,"ENSG00000019582,ENSG00000204592,ENSG00000100911,ENSG00000196126,ENSG00000240065,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000168394,ENSG00000089692"
GO:BP,,regulation of interferon-alpha production,GO:0032647,0.000132304,3.878427519,30,146,5,18092,"ENSG00000115415,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000123609"
GO:BP,,positive regulation of defense response to virus by host,GO:0002230,0.00015511,3.809360071,31,146,5,18092,"ENSG00000115415,ENSG00000107201,ENSG00000138496,ENSG00000163840,ENSG00000140464"
GO:BP,,I-kappaB kinase/NF-kappaB signaling,GO:0007249,0.000155472,3.808347144,293,146,12,18092,"ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000115415,ENSG00000132274,ENSG00000196126,ENSG00000123240,ENSG00000164054,ENSG00000100906,ENSG00000006210,ENSG00000152778,ENSG00000112343"
GO:BP,,cell death,GO:0008219,0.000159897,3.796158946,2322,146,39,18092,"ENSG00000126709,ENSG00000165949,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000110492,ENSG00000019582,ENSG00000119922,ENSG00000176046,ENSG00000115415,ENSG00000132530,ENSG00000188313,ENSG00000185507,ENSG00000171401,ENSG00000198712,ENSG00000170345,ENSG00000189060,ENSG00000078081,ENSG00000055332,ENSG00000108244,ENSG00000160710,ENSG00000177606,ENSG00000205420,ENSG00000067066,ENSG00000133710,ENSG00000123240,ENSG00000164054,ENSG00000186081,ENSG00000004468,ENSG00000100906,ENSG00000175197,ENSG00000136235,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000087074,ENSG00000124256,ENSG00000140464,ENSG00000120129"
GO:BP,,"mitochondrial electron transport, NADH to ubiquinone",GO:0006120,0.000190434,3.720254653,56,146,6,18092,"ENSG00000198786,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198886"
GO:BP,,regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043122,0.000217155,3.66322932,253,146,11,18092,"ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000115415,ENSG00000132274,ENSG00000196126,ENSG00000123240,ENSG00000164054,ENSG00000006210,ENSG00000152778,ENSG00000112343"
GO:BP,,interferon-alpha production,GO:0032607,0.000236906,3.625424151,34,146,5,18092,"ENSG00000115415,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000123609"
GO:BP,,regulation of type I interferon-mediated signaling pathway,GO:0060338,0.000271936,3.565533139,35,146,5,18092,"ENSG00000185507,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000124256"
GO:BP,,negative regulation of metabolic process,GO:0009892,0.000284434,3.546018231,3539,146,51,18092,"ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000176046,ENSG00000115415,ENSG00000173193,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000156587,ENSG00000125730,ENSG00000057149,ENSG00000107201,ENSG00000140105,ENSG00000196126,ENSG00000189060,ENSG00000115267,ENSG00000078081,ENSG00000149131,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000123240,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000163840,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152518,ENSG00000140464,ENSG00000120129,ENSG00000130589"
GO:BP,,ISG15-protein conjugation,GO:0032020,0.000316177,3.500070158,6,146,3,18092,"ENSG00000187608,ENSG00000156587,ENSG00000138646"
GO:BP,,negative regulation of innate immune response,GO:0045824,0.000358926,3.444995396,63,146,6,18092,"ENSG00000204592,ENSG00000173193,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000123609"
GO:BP,,signaling,GO:0023052,0.000364036,3.438855183,6864,146,81,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000108679,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000057149,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000196684,ENSG00000175197,ENSG00000136235,ENSG00000163840,ENSG00000143546,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,cell communication,GO:0007154,0.000403589,3.394060943,6882,146,81,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000108679,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000057149,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000196684,ENSG00000175197,ENSG00000136235,ENSG00000163840,ENSG00000143546,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,response to cAMP,GO:0051591,0.000407033,3.390370515,97,146,7,18092,"ENSG00000115415,ENSG00000170345,ENSG00000140279,ENSG00000177606,ENSG00000138035,ENSG00000125740,ENSG00000120129"
GO:BP,,cellular response to virus,GO:0098586,0.000494732,3.305630039,67,146,6,18092,"ENSG00000126709,ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000137628,ENSG00000160710"
GO:BP,,regulation of inflammatory response,GO:0050727,0.000528899,3.27662686,392,146,13,18092,"ENSG00000110492,ENSG00000204592,ENSG00000176046,ENSG00000140274,ENSG00000125730,ENSG00000196126,ENSG00000184979,ENSG00000173432,ENSG00000100906,ENSG00000143546,ENSG00000131203,ENSG00000006210,ENSG00000124256"
GO:BP,,regulation of cytokine-mediated signaling pathway,GO:0001959,0.000572073,3.242548573,185,146,9,18092,"ENSG00000019582,ENSG00000115415,ENSG00000173193,ENSG00000185507,ENSG00000138496,ENSG00000160710,ENSG00000184979,ENSG00000101347,ENSG00000124256"
GO:BP,,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,GO:0002504,0.000581683,3.235313903,103,146,7,18092,"ENSG00000019582,ENSG00000196126,ENSG00000179344,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000089692"
GO:BP,,regulation of defense response to virus by host,GO:0050691,0.000609896,3.214744244,42,146,5,18092,"ENSG00000115415,ENSG00000107201,ENSG00000138496,ENSG00000163840,ENSG00000140464"
GO:BP,,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,0.000609896,3.214744244,187,146,9,18092,"ENSG00000121858,ENSG00000130303,ENSG00000019582,ENSG00000132274,ENSG00000196126,ENSG00000164054,ENSG00000006210,ENSG00000152778,ENSG00000112343"
GO:BP,,neutrophil chemotaxis,GO:0030593,0.000683072,3.165533352,106,146,7,18092,"ENSG00000110492,ENSG00000019582,ENSG00000163739,ENSG00000169429,ENSG00000173432,ENSG00000143546,ENSG00000006210"
GO:BP,,energy derivation by oxidation of organic compounds,GO:0015980,0.000693207,3.15913729,291,146,11,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000198886,ENSG00000138035"
GO:BP,,cytoplasmic pattern recognition receptor signaling pathway,GO:0002753,0.00069854,3.155808716,72,146,6,18092,"ENSG00000185507,ENSG00000107201,ENSG00000115267,ENSG00000137628,ENSG00000100906,ENSG00000110446"
GO:BP,,regulation of monocyte differentiation,GO:0045655,0.000721151,3.141973801,22,146,4,18092,"ENSG00000019582,ENSG00000185507,ENSG00000196126,ENSG00000177606"
GO:BP,,regulation of nuclease activity,GO:0032069,0.000721151,3.141973801,22,146,4,18092,"ENSG00000089127,ENSG00000111335,ENSG00000111331,ENSG00000135114"
GO:BP,,cellular response to stimulus,GO:0051716,0.000721151,3.141973801,7840,146,88,18092,"ENSG00000185885,ENSG00000142089,ENSG00000126709,ENSG00000165949,ENSG00000187608,ENSG00000157601,ENSG00000121858,ENSG00000119917,ENSG00000130303,ENSG00000110492,ENSG00000185745,ENSG00000125148,ENSG00000019582,ENSG00000089127,ENSG00000183486,ENSG00000119922,ENSG00000204592,ENSG00000176046,ENSG00000115415,ENSG00000172183,ENSG00000111335,ENSG00000132530,ENSG00000173193,ENSG00000188313,ENSG00000111331,ENSG00000185201,ENSG00000134321,ENSG00000108679,ENSG00000132274,ENSG00000185507,ENSG00000100911,ENSG00000135114,ENSG00000156587,ENSG00000125730,ENSG00000173821,ENSG00000025708,ENSG00000134326,ENSG00000057149,ENSG00000068079,ENSG00000107201,ENSG00000196126,ENSG00000170345,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000140279,ENSG00000160710,ENSG00000170581,ENSG00000177606,ENSG00000163739,ENSG00000184979,ENSG00000101347,ENSG00000067066,ENSG00000162654,ENSG00000198502,ENSG00000231389,ENSG00000204287,ENSG00000123240,ENSG00000164054,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000173432,ENSG00000100906,ENSG00000196684,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000128383,ENSG00000163840,ENSG00000138035,ENSG00000143546,ENSG00000125740,ENSG00000102524,ENSG00000006210,ENSG00000123609,ENSG00000087074,ENSG00000089692,ENSG00000152778,ENSG00000152518,ENSG00000124256,ENSG00000140464,ENSG00000110446,ENSG00000120129,ENSG00000173702,ENSG00000112343"
GO:BP,,autocrine signaling,GO:0035425,0.000752937,3.123241441,8,146,3,18092,"ENSG00000057149,ENSG00000143546,ENSG00000006210"
GO:BP,,positive regulation of response to biotic stimulus,GO:0002833,0.000759695,3.119360835,243,146,10,18092,"ENSG00000204592,ENSG00000188313,ENSG00000185507,ENSG00000100911,ENSG00000240065,ENSG00000138496,ENSG00000137628,ENSG00000089692,ENSG00000124256,ENSG00000173702"
GO:BP,,negative regulation of response to external stimulus,GO:0032102,0.000815958,3.08833202,413,146,13,18092,"ENSG00000110492,ENSG00000204592,ENSG00000173193,ENSG00000196126,ENSG00000149131,ENSG00000160710,ENSG00000101347,ENSG00000133710,ENSG00000173432,ENSG00000006210,ENSG00000123609,ENSG00000120129,ENSG00000112343"
GO:BP,,negative regulation of gene expression,GO:0010629,0.00083494,3.078344542,2516,146,39,18092,"ENSG00000165949,ENSG00000187608,ENSG00000130303,ENSG00000115415,ENSG00000173193,ENSG00000185507,ENSG00000100911,ENSG00000156587,ENSG00000107201,ENSG00000196126,ENSG00000189060,ENSG00000115267,ENSG00000055332,ENSG00000240065,ENSG00000138646,ENSG00000138496,ENSG00000160710,ENSG00000177606,ENSG00000067066,ENSG00000124201,ENSG00000133710,ENSG00000180573,ENSG00000010030,ENSG00000130813,ENSG00000117228,ENSG00000169429,ENSG00000004468,ENSG00000175197,ENSG00000101596,ENSG00000136235,ENSG00000138035,ENSG00000125740,ENSG00000131203,ENSG00000006210,ENSG00000123609,ENSG00000089692,ENSG00000152518,ENSG00000140464,ENSG00000130589"
GO:BP,,generation of precursor metabolites and energy,GO:0006091,0.000983189,3.007362884,548,146,15,18092,"ENSG00000198786,ENSG00000198804,ENSG00000198695,ENSG00000212907,ENSG00000176046,ENSG00000198763,ENSG00000198888,ENSG00000198727,ENSG00000198938,ENSG00000198712,ENSG00000228253,ENSG00000198899,ENSG00000198886,ENSG00000138035,ENSG00000131203"
GO:BP,,positive regulation of interferon-alpha production,GO:0032727,0.000985629,3.006286523,24,146,4,18092,"ENSG00000115415,ENSG00000185507,ENSG00000107201,ENSG00000115267"
GO:BP,,immune system development,GO:0002520,0.001030273,2.987047528,1058,146,22,18092,"ENSG00000187608,ENSG00000110492,ENSG00000019582,ENSG00000204592,ENSG00000115415,ENSG00000134321,ENSG00000138642,ENSG00000185507,ENSG00000100911,ENSG00000196126,ENSG00000170345,ENSG00000055332,ENSG00000240065,ENSG00000160710,ENSG00000177606,ENSG00000101347,ENSG00000133710,ENSG00000100906,ENSG00000131203,ENSG00000089692,ENSG00000152518,ENSG00000140464"
